Number,Time [s],Speed [RPM],DieselTiming [°CA],Temperature [°C],N [%],NMax [%],k [1/m],kMax [1/m],CO [%vol],COcorrected [%vol],CO2 [%vol],HC [ppm],HCcorr [ppm],Dilution,O2 [%vol],Lambda,NO [ppm],AmbientTemperature [°C],AirPressure [mbar]
1,0.4,,,,1.2,3.4,0.03,0.08,0,0,7.68,0,0,2,9.58,1.877,750,35,1013
2,0.8,,,,1.2,3.4,0.03,0.08,0,0,7.68,0,0,2,9.58,1.877,750,,
3,1.2,,,,1.1,3.4,0.03,0.08,0,0,7.69,0,0,2,9.58,1.876,752,,
4,1.6,,,,1.2,3.4,0.03,0.08,0,0,7.69,0,0,2,9.58,1.876,753,,
5,2,,,,1.2,3.4,0.03,0.08,0,0,7.69,0,0,2,9.59,1.877,750,,
6,2.4,,,,1.2,3.4,0.03,0.08,0,0,7.54,0,0,2,9.65,1.9,753,,
7,2.8,,,,1.2,3.4,0.03,0.08,0,0,7.54,0,0,2,9.65,1.9,753,,
8,3.2,,,,1.2,3.4,0.03,0.08,0,0,7.52,0,0,2,9.83,1.919,754,,
9,3.6,,,,1.2,3.4,0.03,0.08,0,0,7.52,0,0,2,9.98,1.933,749,,
10,4,,,,1.2,3.4,0.03,0.08,0,0,7.53,0,0,2,9.95,1.929,742,,
11,4.4,,,,1.2,3.4,0.03,0.08,0,0,7.6,0,0,2,9.82,1.908,732,,
12,4.8,,,,1.2,3.4,0.03,0.08,0,0,7.6,0,0,2,9.82,1.908,732,,
13,5.2,,,,1.2,3.4,0.03,0.08,0,0,7.61,0,0,2,9.68,1.894,722,,
14,5.6,,,,1.2,3.4,0.03,0.08,0,0,7.73,1,2,1.9,9.57,1.87,714,,
15,6,,,,1.2,3.4,0.03,0.08,0,0,7.74,1,2,1.9,9.5,1.863,709,,
16,6.4,,,,1.2,3.4,0.03,0.08,0,0,7.74,2,4,1.9,9.46,1.859,705,,
17,6.8,,,,1.2,3.4,0.03,0.08,0,0,7.74,2,4,1.9,9.46,1.859,705,,
18,7.2,,,,1.2,3.4,0.03,0.08,0,0,7.75,2,4,1.9,9.44,1.856,705,,
19,7.6,,,,1.2,3.4,0.03,0.08,0,0,7.76,2,4,1.9,9.43,1.854,704,,
20,8,,,,1.2,3.4,0.03,0.08,0,0,7.77,2,4,1.9,9.42,1.852,705,,
21,8.4,,,,1.2,3.4,0.03,0.08,0,0,7.78,3,6,1.9,9.41,1.85,704,,
22,8.8,,,,1.2,3.4,0.03,0.08,0,0,7.78,3,6,1.9,9.41,1.85,704,,
23,9.2,,,,1.2,3.4,0.03,0.08,0,0,7.78,3,6,1.9,9.41,1.85,706,,
24,9.6,,,,1.2,3.4,0.03,0.08,0,0,7.79,3,6,1.9,9.41,1.849,706,,
25,10,,,,1.2,3.4,0.03,0.08,0,0,7.79,4,8,1.9,9.41,1.849,708,,
26,10.4,,,,1.2,3.4,0.03,0.08,0,0,7.8,4,8,1.9,9.4,1.847,707,,
27,10.8,,,,1.1,3.4,0.03,0.08,0,0,7.8,4,8,1.9,9.4,1.847,707,,
28,11.2,,,,1.1,3.4,0.03,0.08,0,0,7.81,4,8,1.9,9.39,1.845,708,,
29,11.6,,,,1.1,3.4,0.03,0.08,0,0,7.81,5,10,1.9,9.38,1.844,709,,
30,12,,,,1.2,3.4,0.03,0.08,0,0,7.81,7,13,1.9,9.38,1.843,708,,
31,12.4,,,,1.2,3.4,0.03,0.08,0,0,7.81,7,13,1.9,9.38,1.843,707,,
32,12.8,,,,1.2,3.4,0.03,0.08,0,0,7.81,7,13,1.9,9.38,1.843,707,,
33,13.2,,,,1.2,3.4,0.03,0.08,0,0,7.82,7,13,1.9,9.37,1.841,709,,
34,13.6,,,,1.2,3.4,0.03,0.08,0,0,7.82,7,13,1.9,9.37,1.841,708,,
35,14,,,,1.2,3.4,0.03,0.08,0,0,7.82,7,13,1.9,9.37,1.841,709,,
36,14.4,,,,1.2,3.4,0.03,0.08,0,0,7.83,7,13,1.9,9.37,1.84,707,,
37,14.8,,,,1.2,3.4,0.03,0.08,0,0,7.83,7,13,1.9,9.37,1.84,707,,
38,15.2,,,,1.2,3.4,0.03,0.08,0,0,7.83,8,15,1.9,9.38,1.841,708,,
39,15.6,,,,1.2,3.4,0.03,0.08,0,0,7.82,8,15,1.9,9.39,1.843,708,,
40,16,,,,1.2,3.4,0.03,0.08,0,0,7.83,8,15,1.9,9.4,1.843,708,,
41,16.4,,,,1.2,3.4,0.03,0.08,0,0,7.83,8,15,1.9,9.4,1.843,708,,
42,16.8,,,,1.2,3.4,0.03,0.08,0,0,7.84,8,15,1.9,9.4,1.842,709,,
43,17.2,,,,1.2,3.4,0.03,0.08,0,0,7.84,8,15,1.9,9.41,1.843,708,,
44,17.6,,,,1.2,3.4,0.03,0.08,0,0,7.84,7,13,1.9,9.41,1.843,707,,
45,18,,,,1.2,3.4,0.03,0.08,0,0,7.84,6,11,1.9,9.42,1.844,708,,
46,18.4,,,,1.2,3.4,0.03,0.08,0,0,7.84,6,11,1.9,9.42,1.844,708,,
47,18.8,,,,1.2,3.4,0.03,0.08,0,0,7.84,3,6,1.9,9.42,1.844,708,,
48,19.2,,,,1.2,3.4,0.03,0.08,0,0,7.84,2,4,1.9,9.43,1.845,707,,
49,19.6,,,,1.2,3.4,0.03,0.08,0,0,7.84,2,4,1.9,9.44,1.846,707,,
50,20,,,,1.2,3.4,0.03,0.08,0,0,7.84,1,2,1.9,9.45,1.847,708,,
51,20.4,,,,1.2,3.4,0.03,0.08,0,0,7.84,1,2,1.9,9.45,1.847,708,,
52,20.8,,,,1.2,3.4,0.03,0.08,0,0,7.84,1,2,1.9,9.46,1.848,706,,
53,21.2,,,,1.2,3.4,0.03,0.08,0,0,7.84,0,0,1.9,9.46,1.848,705,,
54,21.6,,,,1.2,3.4,0.03,0.08,0,0,7.84,0,0,1.9,9.45,1.847,702,,
55,22,,,,1.2,3.4,0.03,0.08,0,0,7.85,0,0,1.9,9.44,1.845,701,,
56,22.4,,,,1.1,3.4,0.03,0.08,0,0,7.85,0,0,1.9,9.44,1.845,701,,
57,22.8,,,,1.1,3.4,0.03,0.08,0,0,7.85,0,0,1.9,9.42,1.844,702,,
58,23.2,,,,1.1,3.4,0.03,0.08,0,0,7.85,0,0,1.9,9.42,1.844,703,,
59,23.6,,,,1.1,3.4,0.03,0.08,0,0,7.85,0,0,1.9,9.42,1.844,704,,
60,24,,,,1.1,3.4,0.03,0.08,0,0,7.85,0,0,1.9,9.44,1.845,706,,
61,24.4,,,,1.1,3.4,0.03,0.08,0,0,7.85,0,0,1.9,9.44,1.845,706,,
62,24.8,,,,1.1,3.4,0.03,0.08,0,0,7.85,0,0,1.9,9.46,1.847,707,,
63,25.2,,,,1.1,3.4,0.03,0.08,0,0,7.85,0,0,1.9,9.47,1.848,708,,
64,25.6,,,,1.1,3.4,0.03,0.08,0,0,7.85,0,0,1.9,9.46,1.847,707,,
65,26,,,,1.1,3.4,0.03,0.08,0,0,7.85,0,0,1.9,9.45,1.846,705,,
66,26.4,,,,1.1,3.4,0.03,0.08,0,0,7.85,0,0,1.9,9.45,1.846,705,,
67,26.8,,,,1.1,3.4,0.03,0.08,0,0,7.85,0,0,1.9,9.45,1.846,703,,
68,27.2,,,,1.1,3.4,0.03,0.08,0,0,7.85,0,0,1.9,9.44,1.845,704,,
69,27.6,,,,1.1,3.4,0.03,0.08,0,0,7.85,0,0,1.9,9.45,1.846,706,,
