Number,Time [s],Speed [RPM],DieselTiming [°CA],Temperature [°C],N [%],NMax [%],k [1/m],kMax [1/m],CO [%vol],COcorrected [%vol],CO2 [%vol],HC [ppm],HCcorr [ppm],Dilution,O2 [%vol],Lambda,NO [ppm],AmbientTemperature [°C],AirPressure [mbar]
1,0.4,,,,0,0.7,0,0.02,0.03,0.06,7.72,35,68,1.9,9.78,1.88,689,35,1012
2,0.8,,,,0.1,0.7,0,0.02,0.03,0.06,7.71,35,68,1.9,9.78,1.881,690,,
3,1.2,,,,0.1,0.7,0,0.02,0.03,0.06,7.72,36,70,1.9,9.78,1.88,690,,
4,1.6,,,,0.1,0.7,0,0.02,0.03,0.06,7.72,36,70,1.9,9.81,1.883,690,,
5,2,,,,0.1,0.7,0,0.02,0.03,0.06,7.71,36,70,1.9,9.86,1.889,690,,
6,2.4,,,,0,0.7,0,0.02,0.03,0.06,7.71,36,70,1.9,9.86,1.889,690,,
7,2.8,,,,0,0.7,0,0.02,0.03,0.06,7.71,36,70,1.9,9.9,1.892,690,,
8,3.2,,,,0,0.7,0,0.02,0.03,0.06,7.71,36,70,1.9,9.89,1.891,688,,
9,3.6,,,,0,0.7,0,0.02,0.03,0.06,7.71,36,70,1.9,9.84,1.887,688,,
10,4,,,,0.1,0.7,0,0.02,0.02,0.04,7.71,36,70,1.9,9.79,1.884,687,,
11,4.4,,,,0.1,0.7,0,0.02,0.02,0.04,7.71,36,70,1.9,9.79,1.884,687,,
12,4.8,,,,0.1,0.7,0,0.02,0.02,0.04,7.71,36,70,1.9,9.74,1.879,689,,
13,5.2,,,,0.1,0.7,0,0.02,0.02,0.04,7.72,36,70,1.9,9.71,1.876,694,,
14,5.6,,,,0,0.7,0,0.02,0.02,0.04,7.72,36,70,1.9,9.69,1.874,696,,
15,6,,,,0.1,0.7,0,0.02,0.02,0.04,7.72,36,70,1.9,9.68,1.873,700,,
16,6.4,,,,0,0.7,0,0.02,0.02,0.04,7.72,36,70,1.9,9.68,1.873,700,,
17,6.8,,,,0,0.7,0,0.02,0.02,0.04,7.72,36,70,1.9,9.67,1.872,704,,
18,7.2,,,,0,0.7,0,0.02,0.02,0.04,7.72,36,70,1.9,9.67,1.872,709,,
19,7.6,,,,0,0.7,0,0.02,0.02,0.04,7.72,36,70,1.9,9.67,1.872,712,,
20,8,,,,0,0.7,0,0.02,0.02,0.04,7.72,36,70,1.9,9.67,1.872,715,,
21,8.4,,,,0.1,0.7,0,0.02,0.02,0.04,7.72,36,70,1.9,9.67,1.872,715,,
22,8.8,,,,0,0.7,0,0.02,0.02,0.04,7.73,36,70,1.9,9.66,1.87,715,,
23,9.2,,,,0,0.7,0,0.02,0.02,0.04,7.73,36,70,1.9,9.66,1.87,719,,
24,9.6,,,,0,0.7,0,0.02,0.02,0.04,7.73,36,70,1.9,9.65,1.869,721,,
25,10,,,,0,0.7,0,0.02,0.02,0.04,7.74,36,70,1.9,9.65,1.868,721,,
26,10.4,,,,0,0.7,0,0.02,0.02,0.04,7.74,36,70,1.9,9.65,1.868,721,,
27,10.8,,,,0.1,0.7,0,0.02,0.02,0.04,7.74,36,70,1.9,9.65,1.868,723,,
28,11.2,,,,0.1,0.7,0,0.02,0.02,0.04,7.74,36,70,1.9,9.64,1.867,725,,
29,11.6,,,,0,0.7,0,0.02,0.02,0.04,7.74,36,70,1.9,9.64,1.867,725,,
30,12,,,,0,0.7,0,0.02,0.02,0.04,7.74,36,70,1.9,9.64,1.867,726,,
31,12.4,,,,0,0.7,0,0.02,0.02,0.04,7.74,36,70,1.9,9.64,1.867,726,,
32,12.8,,,,0,0.7,0,0.02,0.02,0.04,7.75,36,69,1.9,9.64,1.866,727,,
33,13.2,,,,0.1,0.7,0,0.02,0.01,0.02,7.75,36,70,1.9,9.63,1.867,727,,
34,13.6,,,,0.1,0.7,0,0.02,0.01,0.02,7.75,36,70,1.9,9.64,1.868,728,,
35,14,,,,0,0.7,0,0.02,0.01,0.02,7.75,36,70,1.9,9.64,1.868,728,,
36,14.4,,,,0.1,0.7,0,0.02,0.01,0.02,7.75,36,70,1.9,9.64,1.868,728,,
37,14.8,,,,0.1,0.7,0,0.02,0.01,0.02,7.76,36,69,1.9,9.65,1.867,729,,
38,15.2,,,,0.1,0.7,0,0.02,0.01,0.02,7.76,36,69,1.9,9.65,1.867,730,,
39,15.6,,,,0.1,0.7,0,0.02,0.01,0.02,7.76,36,69,1.9,9.66,1.868,729,,
40,16,,,,0.1,0.7,0,0.02,0.01,0.02,7.76,36,69,1.9,9.66,1.868,729,,
41,16.4,,,,0.1,0.7,0,0.02,0.01,0.02,7.76,36,69,1.9,9.65,1.867,729,,
42,16.8,,,,0,0.7,0,0.02,0.01,0.02,7.76,36,69,1.9,9.65,1.867,729,,
43,17.2,,,,0,0.7,0,0.02,0.01,0.02,7.77,37,71,1.9,9.65,1.866,729,,
44,17.6,,,,0,0.7,0,0.02,0.01,0.02,7.77,37,71,1.9,9.65,1.866,728,,
45,18,,,,0.1,0.7,0,0.02,0.01,0.02,7.77,37,71,1.9,9.65,1.866,728,,
46,18.4,,,,0.1,0.7,0,0.02,0.01,0.02,7.77,37,71,1.9,9.65,1.866,729,,
47,18.8,,,,0.1,0.7,0,0.02,0.01,0.02,7.77,37,71,1.9,9.64,1.865,729,,
48,19.2,,,,0,0.7,0,0.02,0.01,0.02,7.78,37,71,1.9,9.64,1.864,728,,
49,19.6,,,,0,0.7,0,0.02,0.01,0.02,7.78,37,71,1.9,9.65,1.865,729,,
50,20,,,,0,0.7,0,0.02,0.01,0.02,7.78,37,71,1.9,9.65,1.865,729,,
51,20.4,,,,0,0.7,0,0.02,0.01,0.02,7.78,37,71,1.9,9.66,1.866,729,,
52,20.8,,,,0,0.7,0,0.02,0.01,0.02,7.78,37,71,1.9,9.66,1.866,731,,
53,21.2,,,,0,0.7,0,0.02,0.01,0.02,7.77,37,71,1.9,9.65,1.866,731,,
54,21.6,,,,0,0.7,0,0.02,0.01,0.02,7.77,37,71,1.9,9.65,1.866,730,,
55,22,,,,0,0.7,0,0.02,0.01,0.02,7.77,37,71,1.9,9.65,1.866,730,,
56,22.4,,,,0,0.7,0,0.02,0.01,0.02,7.78,37,71,1.9,9.64,1.864,730,,
57,22.8,,,,0,0.7,0,0.02,0.01,0.02,7.77,37,71,1.9,9.64,1.865,730,,
58,23.2,,,,0,0.7,0,0.02,0.01,0.02,7.77,37,71,1.9,9.65,1.866,729,,
