Number,Time [s],Speed [RPM],DieselTiming [°CA],Temperature [°C],N [%],NMax [%],k [1/m],kMax [1/m],CO [%vol],COcorrected [%vol],CO2 [%vol],HC [ppm],HCcorr [ppm],Dilution,O2 [%vol],Lambda,NO [ppm],AmbientTemperature [°C],AirPressure [mbar]
1,0.4,,,,1,3.4,0.02,0.08,0,0,6.61,10,23,2.3,11.08,2.176,533,35,1013
2,0.8,,,,1.1,3.4,0.03,0.08,0,0,6.61,10,23,2.3,11.08,2.176,535,,
3,1.2,,,,1.1,3.4,0.03,0.08,0,0,6.61,11,25,2.3,11.08,2.176,534,,
4,1.6,,,,1.1,3.4,0.03,0.08,0,0,6.61,11,25,2.3,11.08,2.176,534,,
5,2,,,,1.1,3.4,0.03,0.08,0,0,6.61,11,25,2.3,11.08,2.176,536,,
6,2.4,,,,1.1,3.4,0.03,0.08,0,0,6.61,12,27,2.3,11.08,2.176,535,,
7,2.8,,,,1.1,3.4,0.03,0.08,0,0,6.57,13,30,2.3,11.15,2.19,537,,
8,3.2,,,,1,3.4,0.02,0.08,0,0,6.56,14,32,2.3,11.3,2.208,534,,
9,3.6,,,,1,3.4,0.02,0.08,0,0,6.56,14,32,2.3,11.3,2.208,534,,
10,4,,,,1.1,3.4,0.03,0.08,0,0,6.55,14,32,2.3,11.44,2.225,535,,
11,4.4,,,,1.1,3.4,0.03,0.08,0,0,6.55,14,32,2.3,11.45,2.226,532,,
12,4.8,,,,1.1,3.4,0.03,0.08,0,0,6.55,14,32,2.3,11.36,2.216,528,,
13,5.2,,,,1.1,3.4,0.03,0.08,0,0,6.55,14,32,2.3,11.36,2.216,528,,
14,5.6,,,,1.1,3.4,0.03,0.08,0,0,6.56,15,34,2.3,11.24,2.201,526,,
15,6,,,,1.1,3.4,0.03,0.08,0,0,6.56,15,34,2.3,11.16,2.193,522,,
16,6.4,,,,1.1,3.4,0.03,0.08,0,0,6.56,15,34,2.3,11.11,2.188,520,,
17,6.8,,,,1.1,3.4,0.03,0.08,0,0,6.58,15,34,2.3,11.08,2.181,520,,
18,7.2,,,,1.1,3.4,0.03,0.08,0,0,6.58,15,34,2.3,11.08,2.181,520,,
19,7.6,,,,1.1,3.4,0.03,0.08,0,0,6.59,15,34,2.3,11.06,2.177,522,,
20,8,,,,1.1,3.4,0.03,0.08,0,0,6.6,15,34,2.3,11.05,2.174,522,,
21,8.4,,,,1.1,3.4,0.03,0.08,0,0,6.6,15,34,2.3,11.04,2.173,524,,
22,8.8,,,,1.1,3.4,0.03,0.08,0,0,6.6,15,34,2.3,11.03,2.172,524,,
23,9.2,,,,1.1,3.4,0.03,0.08,0,0,6.6,15,34,2.3,11.03,2.172,524,,
24,9.6,,,,1.1,3.4,0.03,0.08,0,0,6.6,16,36,2.3,11.03,2.172,527,,
25,10,,,,1.1,3.4,0.03,0.08,0,0,6.6,16,36,2.3,11.03,2.172,526,,
26,10.4,,,,1.1,3.4,0.03,0.08,0,0,6.61,16,36,2.3,11.02,2.169,527,,
27,10.8,,,,1.1,3.4,0.03,0.08,0,0,6.61,16,36,2.3,11.02,2.169,529,,
28,11.2,,,,1.1,3.4,0.03,0.08,0,0,6.61,16,36,2.3,11.02,2.169,529,,
29,11.6,,,,1.1,3.4,0.03,0.08,0,0,6.61,16,36,2.3,11.02,2.169,529,,
30,12,,,,1.1,3.4,0.03,0.08,0,0,6.62,16,36,2.3,11.02,2.167,530,,
31,12.4,,,,1.1,3.4,0.03,0.08,0,0,6.62,16,36,2.3,11.02,2.167,529,,
32,12.8,,,,1.1,3.4,0.03,0.08,0,0,6.62,17,39,2.3,11.03,2.168,528,,
33,13.2,,,,1.1,3.4,0.03,0.08,0,0,6.62,17,39,2.3,11.03,2.168,528,,
34,13.6,,,,1.1,3.4,0.03,0.08,0,0,6.62,17,39,2.3,11.03,2.168,529,,
35,14,,,,1.1,3.4,0.03,0.08,0,0,6.62,17,39,2.3,11.02,2.167,530,,
36,14.4,,,,1.1,3.4,0.03,0.08,0,0,6.62,17,39,2.3,11.02,2.167,529,,
37,14.8,,,,1.1,3.4,0.03,0.08,0,0,6.63,17,38,2.3,11.02,2.165,530,,
