Number,Time [s],Speed [RPM],DieselTiming [°CA],Temperature [°C],N [%],NMax [%],k [1/m],kMax [1/m],CO [%vol],COcorrected [%vol],CO2 [%vol],HC [ppm],HCcorr [ppm],Dilution,O2 [%vol],Lambda,NO [ppm],AmbientTemperature [°C],AirPressure [mbar]
1,0.4,,,,0,0.7,0,0.02,0.03,0.07,6.47,8,18,2.3,11.56,2.247,503,35,1012
2,0.8,,,,0,0.7,0,0.02,0.03,0.07,6.47,8,18,2.3,11.59,2.25,504,,
3,1.2,,,,0,0.7,0,0.02,0.03,0.07,6.47,8,18,2.3,11.61,2.252,504,,
4,1.6,,,,0,0.7,0,0.02,0.03,0.07,6.47,8,18,2.3,11.61,2.252,504,,
5,2,,,,0,0.7,0,0.02,0.03,0.07,6.47,8,18,2.3,11.61,2.252,504,,
6,2.4,,,,0,0.7,0,0.02,0.03,0.07,6.45,8,19,2.3,11.6,2.255,502,,
7,2.8,,,,0,0.7,0,0.02,0.03,0.07,6.17,8,19,2.4,11.66,2.318,503,,
8,3.2,,,,0,0.7,0,0.02,0.03,0.07,6.16,8,19,2.4,11.88,2.345,501,,
9,3.6,,,,0,0.7,0,0.02,0.03,0.07,6.16,8,19,2.4,12.13,2.374,502,,
10,4,,,,0,0.7,0,0.02,0.03,0.07,6.16,8,19,2.4,12.13,2.374,502,,
11,4.4,,,,0,0.7,0,0.02,0.03,0.07,6.16,8,19,2.4,12.2,2.382,500,,
12,4.8,,,,0,0.7,0,0.02,0.03,0.07,6.18,8,19,2.4,12.07,2.362,497,,
13,5.2,,,,0,0.7,0,0.02,0.03,0.07,6.29,8,19,2.4,11.89,2.319,497,,
14,5.6,,,,0,0.7,0,0.02,0.03,0.07,6.32,8,19,2.4,11.74,2.296,498,,
15,6,,,,0,0.7,0,0.02,0.03,0.07,6.32,8,19,2.4,11.74,2.296,498,,
16,6.4,,,,0,0.7,0,0.02,0.03,0.07,6.34,8,19,2.4,11.63,2.28,501,,
17,6.8,,,,0,0.7,0,0.02,0.03,0.07,6.35,8,19,2.4,11.57,2.271,504,,
18,7.2,,,,0,0.7,0,0.02,0.03,0.07,6.37,8,19,2.3,11.53,2.263,510,,
19,7.6,,,,0,0.7,0,0.02,0.03,0.07,6.41,8,19,2.3,11.51,2.253,515,,
20,8,,,,0,0.7,0,0.02,0.03,0.07,6.41,8,19,2.3,11.51,2.253,515,,
21,8.4,,,,0,0.7,0,0.02,0.03,0.07,6.42,8,19,2.3,11.5,2.25,520,,
22,8.8,,,,0,0.7,0,0.02,0.03,0.07,6.42,8,19,2.3,11.49,2.249,525,,
23,9.2,,,,0,0.7,0,0.02,0.03,0.07,6.42,8,19,2.3,11.48,2.247,530,,
24,9.6,,,,0,0.7,0,0.02,0.03,0.07,6.43,8,19,2.3,11.48,2.246,532,,
25,10,,,,0,0.7,0,0.02,0.03,0.07,6.43,8,19,2.3,11.48,2.246,532,,
26,10.4,,,,0,0.7,0,0.02,0.02,0.05,6.44,8,19,2.3,11.47,2.245,534,,
27,10.8,,,,0,0.7,0,0.02,0.02,0.05,6.44,8,19,2.3,11.46,2.244,536,,
28,11.2,,,,0,0.7,0,0.02,0.02,0.05,6.45,8,19,2.3,11.46,2.242,538,,
29,11.6,,,,0,0.7,0,0.02,0.02,0.05,6.45,8,19,2.3,11.46,2.242,541,,
30,12,,,,0,0.7,0,0.02,0.02,0.05,6.45,8,19,2.3,11.46,2.242,541,,
31,12.4,,,,0,0.7,0,0.02,0.02,0.05,6.45,8,19,2.3,11.46,2.242,541,,
32,12.8,,,,0,0.7,0,0.02,0.02,0.05,6.45,8,19,2.3,11.47,2.243,539,,
33,13.2,,,,0,0.7,0,0.02,0.02,0.05,6.45,8,19,2.3,11.47,2.243,541,,
34,13.6,,,,0,0.7,0,0.02,0.02,0.05,6.45,8,19,2.3,11.47,2.243,541,,
35,14,,,,0,0.7,0,0.02,0.02,0.05,6.45,8,19,2.3,11.47,2.243,541,,
36,14.4,,,,0,0.7,0,0.02,0.02,0.05,6.46,8,19,2.3,11.47,2.241,542,,
37,14.8,,,,0,0.7,0,0.02,0.02,0.05,6.47,8,18,2.3,11.46,2.238,542,,
38,15.2,,,,0,0.7,0,0.02,0.02,0.05,6.47,8,18,2.3,11.46,2.238,542,,
39,15.6,,,,0,0.7,0,0.02,0.02,0.05,6.47,8,18,2.3,11.46,2.238,542,,
40,16,,,,0,0.7,0,0.02,0.02,0.05,6.47,8,18,2.3,11.46,2.238,542,,
