Number,Time [s],Speed [RPM],DieselTiming [°CA],Temperature [°C],N [%],NMax [%],k [1/m],kMax [1/m],CO [%vol],COcorrected [%vol],CO2 [%vol],HC [ppm],HCcorr [ppm],Dilution,O2 [%vol],Lambda,NO [ppm],AmbientTemperature [°C],AirPressure [mbar]
1,0.4,,,,1.5,2.2,0.04,0.05,0.01,0.02,9.59,13,20,1.6,7.18,1.524,889,36,1014
2,0.8,,,,1.6,2.2,0.04,0.05,0.02,0.03,9.59,13,20,1.6,7.19,1.524,897,,
3,1.2,,,,1.6,2.2,0.04,0.05,0.02,0.03,9.58,13,20,1.6,7.21,1.526,902,,
4,1.6,,,,1.7,2.2,0.04,0.05,0.02,0.03,9.58,13,20,1.6,7.21,1.526,902,,
5,2,,,,1.6,2.2,0.04,0.05,0.02,0.03,9.58,13,20,1.6,7.27,1.53,903,,
6,2.4,,,,1.3,2.2,0.03,0.05,0.02,0.03,9.58,13,20,1.6,7.33,1.535,905,,
7,2.8,,,,1.2,2.2,0.03,0.05,0.02,0.03,9.58,14,22,1.6,7.36,1.537,908,,
8,3.2,,,,1.5,2.2,0.04,0.05,0.02,0.03,9.58,14,22,1.6,7.39,1.539,907,,
9,3.6,,,,1.5,2.2,0.04,0.05,0.02,0.03,9.58,14,22,1.6,7.34,1.535,907,,
10,4,,,,1.4,2.2,0.03,0.05,0.02,0.03,9.58,14,22,1.6,7.3,1.532,905,,
11,4.4,,,,1.5,2.2,0.04,0.05,0.02,0.03,9.59,14,22,1.6,7.25,1.528,904,,
12,4.8,,,,1.6,2.2,0.04,0.05,0.02,0.03,9.59,14,22,1.6,7.21,1.525,905,,
13,5.2,,,,1.9,2.2,0.04,0.05,0.02,0.03,9.59,14,22,1.6,7.21,1.525,905,,
14,5.6,,,,2,2.2,0.05,0.05,0.02,0.03,9.59,14,22,1.6,7.19,1.524,906,,
15,6,,,,1.8,2.2,0.04,0.05,0.02,0.03,9.59,14,22,1.6,7.18,1.523,906,,
16,6.4,,,,1.5,2.2,0.04,0.05,0.02,0.03,9.59,14,22,1.6,7.19,1.524,905,,
17,6.8,,,,1.4,2.2,0.03,0.05,0.02,0.03,9.59,14,22,1.6,7.2,1.524,908,,
18,7.2,,,,1.5,2.2,0.04,0.05,0.02,0.03,9.59,14,22,1.6,7.2,1.524,908,,
19,7.6,,,,1.4,2.2,0.03,0.05,0.02,0.03,9.59,14,22,1.6,7.21,1.525,910,,
20,8,,,,1.4,2.2,0.03,0.05,0.02,0.03,9.59,14,22,1.6,7.22,1.526,912,,
