Number,Time [s],Speed [RPM],DieselTiming [°CA],Temperature [°C],N [%],NMax [%],k [1/m],kMax [1/m],CO [%vol],COcorrected [%vol],CO2 [%vol],HC [ppm],HCcorr [ppm],Dilution,O2 [%vol],Lambda,NO [ppm],AmbientTemperature [°C],AirPressure [mbar]
1,0.4,,,,0,2.8,0,0.07,0,0,7.21,12,25,2.1,10.47,2.019,609,36,1014
2,0.8,,,,0,2.8,0,0.07,0,0,7.21,12,25,2.1,10.47,2.019,609,,
3,1.2,,,,0,2.8,0,0.07,0,0,7.21,12,25,2.1,10.42,2.014,628,,
4,1.6,,,,0,2.8,0,0.07,0,0,7.21,12,25,2.1,10.37,2.009,640,,
5,2,,,,0,2.8,0,0.07,0,0,7.22,12,25,2.1,10.33,2.004,650,,
6,2.4,,,,0,2.8,0,0.07,0,0,7.23,13,27,2.1,10.3,1.999,661,,
7,2.8,,,,0,2.8,0,0.07,0,0,7.23,13,27,2.1,10.3,1.999,661,,
8,3.2,,,,0,2.8,0,0.07,0,0,7.24,13,27,2.1,10.27,1.995,668,,
9,3.6,,,,0,2.8,0,0.07,0,0,7.28,13,27,2.1,10.24,1.987,676,,
10,4,,,,0,2.8,0,0.07,0,0,7.29,13,27,2.1,10.22,1.983,680,,
11,4.4,,,,0,2.8,0,0.07,0,0,7.29,13,27,2.1,10.2,1.981,685,,
12,4.8,,,,0,2.8,0,0.07,0,0,7.29,13,27,2.1,10.2,1.981,685,,
13,5.2,,,,0,2.8,0,0.07,0,0,7.29,13,27,2.1,10.19,1.981,690,,
14,5.6,,,,0,2.8,0,0.07,0,0,7.3,13,27,2.1,10.19,1.979,692,,
15,6,,,,0,2.8,0,0.07,0,0,7.33,13,27,2,10.18,1.974,695,,
16,6.4,,,,0,2.8,0,0.07,0,0,7.33,13,27,2,10.18,1.974,695,,
17,6.8,,,,0,2.8,0,0.07,0,0,7.34,12,25,2,10.16,1.971,697,,
18,7.2,,,,0,2.8,0,0.07,0,0,7.35,12,24,2,10.14,1.968,699,,
19,7.6,,,,0,2.8,0,0.07,0,0,7.35,12,24,2,10.14,1.968,703,,
20,8,,,,0,2.8,0,0.07,0,0,7.36,12,24,2,10.14,1.967,703,,
21,8.4,,,,0,2.8,0,0.07,0,0,7.37,12,24,2,10.14,1.965,707,,
22,8.8,,,,0,2.8,0,0.07,0,0,7.37,12,24,2,10.14,1.965,707,,
23,9.2,,,,0,2.8,0,0.07,0,0,7.38,12,24,2,10.13,1.963,714,,
24,9.6,,,,0,2.8,0,0.07,0,0,7.38,13,26,2,10.12,1.962,715,,
25,10,,,,0,2.8,0,0.07,0,0,7.38,13,26,2,10.11,1.961,717,,
26,10.4,,,,0,2.8,0,0.07,0,0,7.38,13,26,2,10.11,1.961,717,,
27,10.8,,,,0,2.8,0,0.07,0,0,7.38,13,26,2,10.11,1.961,720,,
28,11.2,,,,0,2.8,0,0.07,0,0,7.39,13,26,2,10.12,1.961,720,,
29,11.6,,,,0,2.8,0,0.07,0,0,7.39,13,26,2,10.12,1.961,722,,
30,12,,,,0,2.8,0,0.07,0,0,7.39,13,26,2,10.13,1.962,723,,
31,12.4,,,,0,2.8,0,0.07,0,0,7.39,13,26,2,10.13,1.962,723,,
32,12.8,,,,0,2.8,0,0.07,0,0,7.39,13,26,2,10.13,1.962,724,,
33,13.2,,,,0,2.8,0,0.07,0,0,7.39,12,24,2,10.14,1.963,723,,
34,13.6,,,,0,2.8,0,0.07,0,0,7.39,12,24,2,10.14,1.963,724,,
35,14,,,,0,2.8,0,0.07,0,0,7.39,12,24,2,10.13,1.962,723,,
36,14.4,,,,0,2.8,0,0.07,0,0,7.39,12,24,2,10.13,1.962,723,,
37,14.8,,,,0,2.8,0,0.07,0,0,7.39,12,24,2,10.12,1.961,722,,
38,15.2,,,,0,2.8,0,0.07,0,0,7.39,12,24,2,10.11,1.96,722,,
39,15.6,,,,0,2.8,0,0.07,0,0,7.4,12,24,2,10.11,1.959,723,,
40,16,,,,0,2.8,0,0.07,0,0,7.4,12,24,2,10.11,1.959,724,,
41,16.4,,,,0,2.8,0,0.07,0,0,7.4,12,24,2,10.11,1.959,724,,
42,16.8,,,,0,2.8,0,0.07,0,0,7.4,12,24,2,10.1,1.958,725,,
43,17.2,,,,0,2.8,0,0.07,0,0,7.4,12,24,2,10.1,1.958,726,,
44,17.6,,,,0,2.8,0,0.07,0,0,7.4,12,24,2,10.1,1.958,727,,
45,18,,,,0,2.8,0,0.07,0,0,7.4,12,24,2,10.1,1.958,728,,
