Number,Time [s],Speed [RPM],DieselTiming [°CA],Temperature [°C],N [%],NMax [%],k [1/m],kMax [1/m],CO [%vol],COcorrected [%vol],CO2 [%vol],HC [ppm],HCcorr [ppm],Dilution,O2 [%vol],Lambda,NO [ppm],AmbientTemperature [°C],AirPressure [mbar]
1,0.4,,,,0,2.8,0,0.07,0,0,6.62,12,27,2.3,11.21,2.188,484,36,1014
2,0.8,,,,0,2.8,0,0.07,0,0,6.62,12,27,2.3,11.2,2.187,489,,
3,1.2,,,,0,2.8,0,0.07,0,0,6.62,12,27,2.3,11.2,2.187,492,,
4,1.6,,,,0,2.8,0,0.07,0,0,6.62,12,27,2.3,11.2,2.187,492,,
5,2,,,,0,2.8,0,0.07,0,0,6.63,12,27,2.3,11.18,2.183,494,,
6,2.4,,,,0,2.8,0,0.07,0,0,6.64,12,27,2.3,11.16,2.179,499,,
7,2.8,,,,0,2.8,0,0.07,0,0,6.64,12,27,2.3,11.13,2.176,499,,
8,3.2,,,,0,2.8,0,0.07,0,0,6.64,12,27,2.3,11.11,2.174,501,,
9,3.6,,,,0,2.8,0,0.07,0,0,6.64,12,27,2.3,11.11,2.174,501,,
10,4,,,,0,2.8,0,0.07,0,0,6.67,12,27,2.2,11.08,2.165,503,,
11,4.4,,,,0,2.8,0,0.07,0,0,6.69,12,27,2.2,11.06,2.16,505,,
12,4.8,,,,0,2.8,0,0.07,0,0,6.77,12,27,2.2,11.05,2.145,509,,
13,5.2,,,,0,2.8,0,0.07,0,0,6.77,12,27,2.2,11.03,2.143,510,,
14,5.6,,,,0,2.8,0,0.07,0,0,6.77,12,27,2.2,11.03,2.143,510,,
15,6,,,,0,2.8,0,0.07,0,0,6.77,12,27,2.2,11.03,2.143,514,,
16,6.4,,,,0,2.8,0,0.07,0,0,6.78,12,27,2.2,11.04,2.142,515,,
17,6.8,,,,0,2.8,0,0.07,0,0,6.78,12,27,2.2,11.06,2.144,519,,
18,7.2,,,,0,2.8,0,0.07,0,0,6.78,12,27,2.2,11.06,2.144,519,,
