Number,Time [s],Speed [RPM],DieselTiming [°CA],Temperature [°C],N [%],NMax [%],k [1/m],kMax [1/m],CO [%vol],COcorrected [%vol],CO2 [%vol],HC [ppm],HCcorr [ppm],Dilution,O2 [%vol],Lambda,NO [ppm],AmbientTemperature [°C],AirPressure [mbar]
1,0.4,,,,0,2.8,0,0.07,0,0,7.66,12,23,2,9.73,1.891,652,36,1014
2,0.8,,,,0,2.8,0,0.07,0,0,7.67,12,23,2,9.71,1.888,660,,
3,1.2,,,,0,2.8,0,0.07,0,0,7.71,12,23,1.9,9.68,1.881,667,,
4,1.6,,,,0,2.8,0,0.07,0,0,7.71,12,23,1.9,9.67,1.88,674,,
5,2,,,,0,2.8,0,0.07,0,0,7.71,12,23,1.9,9.66,1.879,680,,
6,2.4,,,,0,2.8,0,0.07,0,0,7.71,12,23,1.9,9.66,1.879,680,,
7,2.8,,,,0,2.8,0,0.07,0,0,7.71,12,23,1.9,9.67,1.88,683,,
8,3.2,,,,0,2.8,0,0.07,0,0,7.71,12,23,1.9,9.68,1.881,687,,
9,3.6,,,,0,2.8,0,0.07,0,0,7.72,12,23,1.9,9.68,1.88,689,,
10,4,,,,0,2.8,0,0.07,0,0,7.73,12,23,1.9,9.67,1.878,690,,
11,4.4,,,,0,2.8,0,0.07,0,0,7.73,12,23,1.9,9.67,1.878,690,,
12,4.8,,,,0,2.8,0,0.07,0,0,7.73,12,23,1.9,9.64,1.875,690,,
13,5.2,,,,0,2.8,0,0.07,0,0,7.73,12,23,1.9,9.62,1.873,690,,
14,5.6,,,,0,2.8,0,0.07,0,0,7.74,12,23,1.9,9.6,1.87,692,,
15,6,,,,0,2.8,0,0.07,0,0,7.81,12,23,1.9,9.58,1.861,698,,
16,6.4,,,,0,2.8,0,0.07,0,0,7.81,12,23,1.9,9.58,1.861,698,,
17,6.8,,,,0,2.8,0,0.07,0,0,7.81,12,23,1.9,9.58,1.861,699,,
18,7.2,,,,0,2.8,0,0.07,0,0,7.81,12,23,1.9,9.58,1.861,706,,
19,7.6,,,,0,2.8,0,0.07,0,0,7.81,12,23,1.9,9.58,1.861,706,,
20,8,,,,0,2.8,0,0.07,0,0,7.81,12,23,1.9,9.59,1.861,707,,
21,8.4,,,,0,2.8,0,0.07,0,0,7.81,12,23,1.9,9.59,1.861,707,,
22,8.8,,,,0,2.8,0,0.07,0,0,7.81,12,23,1.9,9.59,1.861,709,,
23,9.2,,,,0,2.8,0,0.07,0,0,7.82,12,23,1.9,9.6,1.861,710,,
24,9.6,,,,0,2.8,0,0.07,0,0,7.82,12,23,1.9,9.61,1.862,711,,
25,10,,,,0,2.8,0,0.07,0,0,7.82,12,23,1.9,9.63,1.864,712,,
26,10.4,,,,0,2.8,0,0.07,0,0,7.82,12,23,1.9,9.63,1.864,712,,
27,10.8,,,,0,2.8,0,0.07,0,0,7.82,12,23,1.9,9.64,1.865,711,,
28,11.2,,,,0,2.8,0,0.07,0,0,7.82,12,23,1.9,9.64,1.865,711,,
29,11.6,,,,0,2.8,0,0.07,0,0,7.82,12,23,1.9,9.63,1.864,710,,
30,12,,,,0,2.8,0,0.07,0,0,7.82,12,23,1.9,9.62,1.863,710,,
31,12.4,,,,0,2.8,0,0.07,0,0,7.82,12,23,1.9,9.62,1.863,710,,
32,12.8,,,,0,2.8,0,0.07,0,0,7.82,12,23,1.9,9.6,1.861,709,,
33,13.2,,,,0,2.8,0,0.07,0,0,7.82,12,23,1.9,9.59,1.86,710,,
34,13.6,,,,0,2.8,0,0.07,0,0,7.83,12,23,1.9,9.59,1.859,712,,
35,14,,,,0,2.8,0,0.07,0,0,7.83,12,23,1.9,9.59,1.859,714,,
36,14.4,,,,0,2.8,0,0.07,0,0,7.83,12,23,1.9,9.59,1.859,714,,
37,14.8,,,,0,2.8,0,0.07,0,0,7.83,12,23,1.9,9.59,1.859,716,,
38,15.2,,,,0,2.8,0,0.07,0,0,7.83,12,23,1.9,9.59,1.859,717,,
39,15.6,,,,0,2.8,0,0.07,0,0,7.83,12,23,1.9,9.59,1.859,718,,
40,16,,,,0,2.8,0,0.07,0,0,7.83,12,23,1.9,9.59,1.859,720,,
41,16.4,,,,0,2.8,0,0.07,0,0,7.83,12,23,1.9,9.59,1.859,720,,
42,16.8,,,,0,2.8,0,0.07,0,0,7.83,12,23,1.9,9.6,1.86,720,,
43,17.2,,,,0,2.8,0,0.07,0,0,7.83,12,23,1.9,9.6,1.86,720,,
44,17.6,,,,0,2.8,0,0.07,0,0,7.83,12,23,1.9,9.62,1.862,720,,
45,18,,,,0,2.8,0,0.07,0,0,7.83,12,23,1.9,9.62,1.862,720,,
46,18.4,,,,0,2.8,0,0.07,0,0,7.83,12,23,1.9,9.63,1.863,719,,
47,18.8,,,,0,2.8,0,0.07,0,0,7.84,12,23,1.9,9.62,1.861,719,,
48,19.2,,,,0,2.8,0,0.07,0,0,7.85,12,23,1.9,9.59,1.857,718,,
49,19.6,,,,0,2.8,0,0.07,0,0,7.85,12,23,1.9,9.56,1.854,718,,
50,20,,,,0,2.8,0,0.07,0,0,7.85,12,23,1.9,9.56,1.854,718,,
51,20.4,,,,0,2.8,0,0.07,0,0,7.85,12,23,1.9,9.52,1.851,718,,
52,20.8,,,,0,2.8,0,0.07,0,0,7.86,12,23,1.9,9.5,1.848,720,,
