Number,Time [s],Speed [RPM],DieselTiming [°CA],Temperature [°C],N [%],NMax [%],k [1/m],kMax [1/m],CO [%vol],COcorrected [%vol],CO2 [%vol],HC [ppm],HCcorr [ppm],Dilution,O2 [%vol],Lambda,NO [ppm],AmbientTemperature [°C],AirPressure [mbar]
1,0.4,,,,2.9,16,0.07,0.41,0,0,5.18,1,3,2.9,12.75,2.73,356,32,1006
2,0.8,,,,3,16,0.07,0.41,0,0,5.18,1,3,2.9,12.73,2.727,368,,
3,1.2,,,,3,16,0.07,0.41,0,0,5.18,1,3,2.9,12.73,2.727,368,,
4,1.6,,,,3,16,0.07,0.41,0,0,5.18,1,3,2.9,12.71,2.725,371,,
5,2,,,,3,16,0.07,0.41,0,0,5.19,1,3,2.9,12.71,2.721,375,,
6,2.4,,,,3,16,0.07,0.41,0,0,5.19,1,3,2.9,12.73,2.724,380,,
7,2.8,,,,3,16,0.07,0.41,0,0,5.2,1,3,2.9,12.71,2.718,383,,
8,3.2,,,,3,16,0.07,0.41,0,0,5.2,1,3,2.9,12.71,2.718,383,,
9,3.6,,,,3.1,16,0.07,0.41,0,0,5.22,1,3,2.9,12.66,2.705,386,,
10,4,,,,3.2,16,0.08,0.41,0,0,5.25,1,3,2.9,12.62,2.69,388,,
11,4.4,,,,3.2,16,0.08,0.41,0,0,5.3,1,3,2.8,12.58,2.668,391,,
12,4.8,,,,3.2,16,0.08,0.41,0,0,5.32,1,3,2.8,12.55,2.658,395,,
13,5.2,,,,3.1,16,0.07,0.41,0,0,5.32,1,3,2.8,12.55,2.658,395,,
14,5.6,,,,3.1,16,0.07,0.41,0,0,5.34,1,3,2.8,12.53,2.649,398,,
15,6,,,,3.1,16,0.07,0.41,0,0,5.34,1,3,2.8,12.52,2.648,400,,
16,6.4,,,,3,16,0.07,0.41,0,0,5.35,1,3,2.8,12.52,2.645,404,,
17,6.8,,,,3,16,0.07,0.41,0,0,5.35,1,3,2.8,12.52,2.645,404,,
18,7.2,,,,3.1,16,0.07,0.41,0,0,5.35,1,3,2.8,12.52,2.645,408,,
19,7.6,,,,3.1,16,0.07,0.41,0,0,5.35,1,3,2.8,12.53,2.646,409,,
20,8,,,,3.1,16,0.07,0.41,0,0,5.35,1,3,2.8,12.53,2.646,412,,
21,8.4,,,,3.1,16,0.07,0.41,0,0,5.35,1,3,2.8,12.54,2.647,411,,
22,8.8,,,,3.1,16,0.07,0.41,0,0,5.35,1,3,2.8,12.54,2.647,411,,
23,9.2,,,,3.1,16,0.07,0.41,0,0,5.36,1,3,2.8,12.54,2.644,412,,
24,9.6,,,,3.1,16,0.07,0.41,0,0,5.36,1,3,2.8,12.53,2.643,415,,
25,10,,,,3.1,16,0.07,0.41,0,0,5.36,1,3,2.8,12.51,2.64,413,,
26,10.4,,,,3.2,16,0.08,0.41,0,0,5.36,1,3,2.8,12.5,2.639,413,,
27,10.8,,,,3.2,16,0.08,0.41,0,0,5.36,1,3,2.8,12.5,2.639,413,,
28,11.2,,,,3.2,16,0.08,0.41,0,0,5.36,1,3,2.8,12.5,2.639,414,,
29,11.6,,,,3.3,16,0.08,0.41,0,0,5.36,1,3,2.8,12.51,2.64,414,,
30,12,,,,3.3,16,0.08,0.41,0,0,5.37,1,3,2.8,12.51,2.637,415,,
31,12.4,,,,3.3,16,0.08,0.41,0,0,5.37,1,3,2.8,12.51,2.637,417,,
32,12.8,,,,3.3,16,0.08,0.41,0,0,5.37,1,3,2.8,12.51,2.637,417,,
33,13.2,,,,3.3,16,0.08,0.41,0,0,5.37,1,3,2.8,12.51,2.637,417,,
34,13.6,,,,3.1,16,0.07,0.41,0,0,5.37,1,3,2.8,12.51,2.637,416,,
35,14,,,,3.2,16,0.08,0.41,0,0,5.38,1,3,2.8,12.52,2.636,416,,
36,14.4,,,,3.2,16,0.08,0.41,0,0,5.38,1,3,2.8,12.52,2.636,419,,
37,14.8,,,,3.2,16,0.08,0.41,0,0,5.38,1,3,2.8,12.52,2.636,419,,
38,15.2,,,,3.2,16,0.08,0.41,0,0,5.38,1,3,2.8,12.53,2.637,417,,
39,15.6,,,,3.3,16,0.08,0.41,0,0,5.38,1,3,2.8,12.54,2.638,422,,
40,16,,,,3.3,16,0.08,0.41,0,0,5.38,1,3,2.8,12.55,2.64,422,,
41,16.4,,,,3.3,16,0.08,0.41,0,0,5.38,1,3,2.8,12.56,2.641,421,,
42,16.8,,,,3.2,16,0.08,0.41,0,0,5.38,1,3,2.8,12.56,2.641,421,,
43,17.2,,,,3.2,16,0.08,0.41,0,0,5.38,1,3,2.8,12.57,2.642,424,,
44,17.6,,,,3.3,16,0.08,0.41,0,0,5.38,1,3,2.8,12.56,2.641,423,,
45,18,,,,3.3,16,0.08,0.41,0,0,5.38,1,3,2.8,12.56,2.641,424,,
46,18.4,,,,3.3,16,0.08,0.41,0,0,5.38,1,3,2.8,12.55,2.64,421,,
47,18.8,,,,3.3,16,0.08,0.41,0,0,5.38,1,3,2.8,12.55,2.64,421,,
48,19.2,,,,3.3,16,0.08,0.41,0,0,5.38,1,3,2.8,12.54,2.638,422,,
49,19.6,,,,3.2,16,0.08,0.41,0,0,5.38,1,3,2.8,12.54,2.638,419,,
50,20,,,,3.3,16,0.08,0.41,0,0,5.38,1,3,2.8,12.55,2.64,423,,
51,20.4,,,,3.3,16,0.08,0.41,0,0,5.38,1,3,2.8,12.55,2.64,419,,
52,20.8,,,,3.3,16,0.08,0.41,0,0,5.38,1,3,2.8,12.55,2.64,419,,
53,21.2,,,,3.4,16,0.08,0.41,0,0,5.38,1,3,2.8,12.54,2.638,415,,
54,21.6,,,,3.5,16,0.08,0.41,0,0,5.38,1,3,2.8,12.52,2.636,413,,
55,22,,,,3.4,16,0.08,0.41,0,0,5.39,1,3,2.8,12.5,2.63,411,,
56,22.4,,,,3.5,16,0.08,0.41,0,0,5.39,1,3,2.8,12.48,2.627,418,,
57,22.8,,,,3.4,16,0.08,0.41,0,0,5.39,1,3,2.8,12.48,2.627,418,,
58,23.2,,,,3.4,16,0.08,0.41,0,0,5.39,1,3,2.8,12.46,2.625,417,,
59,23.6,,,,3.5,16,0.08,0.41,0,0,5.39,1,3,2.8,12.43,2.621,419,,
60,24,,,,3.6,16,0.09,0.41,0,0,5.39,1,3,2.8,12.41,2.618,420,,
61,24.4,,,,3.5,16,0.08,0.41,0,0,5.39,1,3,2.8,12.4,2.617,425,,
62,24.8,,,,3.5,16,0.08,0.41,0,0,5.39,1,3,2.8,12.4,2.617,425,,
63,25.2,,,,3.5,16,0.08,0.41,0,0,5.39,1,3,2.8,12.39,2.616,423,,
64,25.6,,,,3.5,16,0.08,0.41,0,0,5.4,1,3,2.8,12.38,2.611,428,,
65,26,,,,3.6,16,0.09,0.41,0,0,5.41,1,3,2.8,12.38,2.608,430,,
66,26.4,,,,3.6,16,0.09,0.41,0,0,5.44,1,3,2.8,12.37,2.598,432,,
67,26.8,,,,3.5,16,0.08,0.41,0,0,5.44,1,3,2.8,12.37,2.598,432,,
68,27.2,,,,3.5,16,0.08,0.41,0,0,5.45,1,3,2.8,12.36,2.594,432,,
69,27.6,,,,3.5,16,0.08,0.41,0,0,5.45,1,3,2.8,12.36,2.594,435,,
70,28,,,,3.5,16,0.08,0.41,0,0,5.46,1,3,2.7,12.35,2.59,436,,
71,28.4,,,,3.4,16,0.08,0.41,0,0,5.46,1,3,2.7,12.35,2.59,436,,
72,28.8,,,,3.4,16,0.08,0.41,0,0,5.46,1,3,2.7,12.35,2.59,436,,
73,29.2,,,,3.4,16,0.08,0.41,0,0,5.46,1,3,2.7,12.34,2.589,437,,
74,29.6,,,,3.5,16,0.08,0.41,0,0,5.46,1,3,2.7,12.34,2.589,437,,
75,30,,,,3.5,16,0.08,0.41,0,0,5.46,1,3,2.7,12.34,2.589,438,,
76,30.4,,,,3.5,16,0.08,0.41,0,0,5.46,1,3,2.7,12.34,2.589,438,,
77,30.8,,,,3.5,16,0.08,0.41,0,0,5.47,1,3,2.7,12.34,2.586,437,,
78,31.2,,,,3.5,16,0.08,0.41,0,0,5.47,1,3,2.7,12.34,2.586,437,,
79,31.6,,,,3.5,16,0.08,0.41,0,0,5.47,1,3,2.7,12.34,2.586,438,,
80,32,,,,3.5,16,0.08,0.41,0,0,5.47,1,3,2.7,12.34,2.586,437,,
81,32.4,,,,3.5,16,0.08,0.41,0,0,5.47,1,3,2.7,12.34,2.586,437,,
82,32.8,,,,3.5,16,0.08,0.41,0,0,5.48,1,3,2.7,12.34,2.583,437,,
83,33.2,,,,3.6,16,0.09,0.41,0,0,5.48,1,3,2.7,12.33,2.581,437,,
84,33.6,,,,3.6,16,0.09,0.41,0,0,5.48,1,3,2.7,12.33,2.581,438,,
85,34,,,,3.6,16,0.09,0.41,0,0,5.48,1,3,2.7,12.33,2.581,436,,
86,34.4,,,,3.6,16,0.09,0.41,0,0,5.48,1,3,2.7,12.33,2.581,436,,
87,34.8,,,,3.5,16,0.08,0.41,0,0,5.48,1,3,2.7,12.33,2.581,436,,
88,35.2,,,,3.5,16,0.08,0.41,0,0,5.49,1,3,2.7,12.33,2.579,437,,
89,35.6,,,,3.5,16,0.08,0.41,0,0,5.5,1,3,2.7,12.33,2.576,436,,
90,36,,,,3.6,16,0.09,0.41,0,0,5.51,1,3,2.7,12.32,2.572,436,,
91,36.4,,,,3.6,16,0.09,0.41,0,0,5.51,1,3,2.7,12.32,2.572,436,,
92,36.8,,,,3.5,16,0.08,0.41,0,0,5.51,1,3,2.7,12.32,2.572,438,,
93,37.2,,,,3.6,16,0.09,0.41,0,0,5.51,1,3,2.7,12.32,2.572,438,,
94,37.6,,,,3.5,16,0.08,0.41,0,0,5.51,1,3,2.7,12.31,2.57,440,,
95,38,,,,3.6,16,0.09,0.41,0,0,5.52,1,3,2.7,12.3,2.566,438,,
96,38.4,,,,3.6,16,0.09,0.41,0,0,5.52,1,3,2.7,12.3,2.566,438,,
97,38.8,,,,3.6,16,0.09,0.41,0,0,5.52,1,3,2.7,12.3,2.566,439,,
98,39.2,,,,3.5,16,0.08,0.41,0,0,5.52,1,3,2.7,12.3,2.566,440,,
99,39.6,,,,3.5,16,0.08,0.41,0,0,5.52,1,3,2.7,12.31,2.567,441,,
100,40,,,,3.4,16,0.08,0.41,0,0,5.52,1,3,2.7,12.31,2.567,441,,
101,40.4,,,,3.3,16,0.08,0.41,0,0,5.52,1,3,2.7,12.31,2.567,441,,
102,40.8,,,,3.4,16,0.08,0.41,0,0,5.52,1,3,2.7,12.31,2.567,441,,
103,41.2,,,,3.4,16,0.08,0.41,0,0,5.52,1,3,2.7,12.31,2.567,441,,
104,41.6,,,,3.4,16,0.08,0.41,0,0,5.52,1,3,2.7,12.3,2.566,441,,
105,42,,,,3.5,16,0.08,0.41,0,0,5.52,1,3,2.7,12.3,2.566,440,,
106,42.4,,,,3.5,16,0.08,0.41,0,0,5.52,1,3,2.7,12.3,2.566,440,,
