Number,Time [s],Speed [RPM],DieselTiming [°CA],Temperature [°C],N [%],NMax [%],k [1/m],kMax [1/m],CO [%vol],COcorrected [%vol],CO2 [%vol],HC [ppm],HCcorr [ppm],Dilution,O2 [%vol],Lambda,NO [ppm],AmbientTemperature [°C],AirPressure [mbar]
1,0.4,,,,3,14.6,0.07,0.37,0,0,7.89,51,97,1.9,9.28,1.82,648,35,1006
2,0.8,,,,3,14.6,0.07,0.37,0,0,7.89,51,97,1.9,9.26,1.818,648,,
3,1.2,,,,3,14.6,0.07,0.37,0,0,7.89,51,97,1.9,9.24,1.816,649,,
4,1.6,,,,3,14.6,0.07,0.37,0,0,7.89,51,97,1.9,9.22,1.814,649,,
5,2,,,,3,14.6,0.07,0.37,0,0,7.9,51,97,1.9,9.2,1.812,650,,
6,2.4,,,,3,14.6,0.07,0.37,0,0,7.9,51,97,1.9,9.2,1.812,650,,
7,2.8,,,,3,14.6,0.07,0.37,0,0,7.9,51,97,1.9,9.19,1.811,649,,
8,3.2,,,,3,14.6,0.07,0.37,0,0,7.9,50,95,1.9,9.2,1.812,651,,
9,3.6,,,,3,14.6,0.07,0.37,0,0,7.89,50,95,1.9,9.28,1.82,653,,
10,4,,,,3,14.6,0.07,0.37,0,0,7.9,50,95,1.9,9.42,1.831,652,,
11,4.4,,,,3,14.6,0.07,0.37,0,0,7.9,50,95,1.9,9.42,1.831,652,,
12,4.8,,,,3,14.6,0.07,0.37,0,0,7.9,50,95,1.9,9.45,1.834,652,,
13,5.2,,,,3,14.6,0.07,0.37,0,0,7.9,50,95,1.9,9.37,1.827,648,,
14,5.6,,,,3,14.6,0.07,0.37,0,0,7.91,50,95,1.9,9.23,1.813,643,,
15,6,,,,3,14.6,0.07,0.37,0,0,7.94,50,94,1.9,9.11,1.8,637,,
16,6.4,,,,3,14.6,0.07,0.37,0,0,7.94,50,94,1.9,9.11,1.8,637,,
17,6.8,,,,3.1,14.6,0.07,0.37,0,0,8.06,49,91,1.9,9.04,1.782,633,,
18,7.2,,,,3.1,14.6,0.07,0.37,0,0,8.06,49,91,1.9,8.99,1.778,629,,
19,7.6,,,,3.1,14.6,0.07,0.37,0,0,8.07,49,91,1.9,8.96,1.774,628,,
20,8,,,,3.1,14.6,0.07,0.37,0,0,8.08,49,91,1.9,8.93,1.77,624,,
21,8.4,,,,3.1,14.6,0.07,0.37,0,0,8.08,49,91,1.9,8.93,1.77,624,,
22,8.8,,,,3.1,14.6,0.07,0.37,0,0,8.08,49,91,1.9,8.92,1.77,623,,
23,9.2,,,,3,14.6,0.07,0.37,0,0,8.09,49,91,1.9,8.91,1.768,623,,
24,9.6,,,,3,14.6,0.07,0.37,0,0,8.1,49,91,1.9,8.92,1.768,619,,
25,10,,,,3,14.6,0.07,0.37,0,0,8.1,49,91,1.9,8.92,1.768,616,,
26,10.4,,,,3,14.6,0.07,0.37,0,0,8.1,49,91,1.9,8.92,1.768,616,,
27,10.8,,,,3,14.6,0.07,0.37,0,0,8.1,49,91,1.9,8.93,1.769,615,,
28,11.2,,,,3,14.6,0.07,0.37,0,0,8.11,49,91,1.8,8.94,1.769,616,,
29,11.6,,,,3,14.6,0.07,0.37,0,0,8.11,49,91,1.8,8.95,1.769,611,,
30,12,,,,3,14.6,0.07,0.37,0,0,8.12,49,91,1.8,8.95,1.768,615,,
31,12.4,,,,3,14.6,0.07,0.37,0,0,8.12,49,91,1.8,8.95,1.768,615,,
32,12.8,,,,3,14.6,0.07,0.37,0,0,8.12,49,91,1.8,8.96,1.769,613,,
33,13.2,,,,3,14.6,0.07,0.37,0,0,8.12,48,89,1.8,8.95,1.769,612,,
34,13.6,,,,3,14.6,0.07,0.37,0,0,8.12,48,89,1.8,8.95,1.769,611,,
35,14,,,,3,14.6,0.07,0.37,0,0,8.12,48,89,1.8,8.94,1.768,612,,
36,14.4,,,,3,14.6,0.07,0.37,0,0,8.12,48,89,1.8,8.94,1.768,612,,
37,14.8,,,,3,14.6,0.07,0.37,0,0,8.12,48,89,1.8,8.93,1.767,610,,
38,15.2,,,,3,14.6,0.07,0.37,0,0,8.12,48,89,1.8,8.92,1.766,607,,
39,15.6,,,,3,14.6,0.07,0.37,0,0,8.13,48,89,1.8,8.92,1.765,609,,
40,16,,,,3.1,14.6,0.07,0.37,0,0,8.13,48,89,1.8,8.92,1.765,610,,
41,16.4,,,,3.1,14.6,0.07,0.37,0,0,8.13,48,89,1.8,8.92,1.765,610,,
42,16.8,,,,3,14.6,0.07,0.37,0,0,8.13,48,89,1.8,8.92,1.765,609,,
43,17.2,,,,3,14.6,0.07,0.37,0,0,8.13,48,89,1.8,8.92,1.765,608,,
44,17.6,,,,3,14.6,0.07,0.37,0,0,8.13,48,89,1.8,8.92,1.765,609,,
