Number,Time [s],Speed [RPM],DieselTiming [°CA],Temperature [°C],N [%],NMax [%],k [1/m],kMax [1/m],CO [%vol],COcorrected [%vol],CO2 [%vol],HC [ppm],HCcorr [ppm],Dilution,O2 [%vol],Lambda,NO [ppm],AmbientTemperature [°C],AirPressure [mbar]
1,0.4,,,,6.5,7.3,0.16,0.18,0.04,0.06,9.52,18,28,1.6,7.28,1.532,855,35,1006
2,0.8,,,,5.9,7.3,0.14,0.18,0.04,0.06,9.51,17,27,1.6,7.27,1.532,854,,
3,1.2,,,,5.6,7.3,0.13,0.18,0.04,0.06,9.51,17,27,1.6,7.27,1.532,855,,
4,1.6,,,,5.5,7.3,0.13,0.18,0.04,0.06,9.51,18,28,1.6,7.27,1.532,855,,
5,2,,,,5.8,7.3,0.14,0.18,0.04,0.06,9.51,18,28,1.6,7.28,1.532,855,,
6,2.4,,,,5.6,7.3,0.13,0.18,0.04,0.06,9.51,18,28,1.6,7.28,1.532,855,,
7,2.8,,,,5.5,7.3,0.13,0.18,0.04,0.06,9.51,18,28,1.6,7.3,1.534,853,,
8,3.2,,,,5.7,7.3,0.14,0.18,0.04,0.06,9.51,18,28,1.6,7.31,1.535,854,,
9,3.6,,,,6.1,7.3,0.15,0.18,0.04,0.06,9.51,18,28,1.6,7.3,1.534,854,,
10,4,,,,6.4,7.3,0.15,0.18,0.04,0.06,9.51,18,28,1.6,7.29,1.533,853,,
11,4.4,,,,6.5,7.3,0.16,0.18,0.04,0.06,9.51,18,28,1.6,7.29,1.533,853,,
12,4.8,,,,6.2,7.3,0.15,0.18,0.04,0.06,9.51,18,28,1.6,7.31,1.535,853,,
13,5.2,,,,6.3,7.3,0.15,0.18,0.04,0.06,9.51,18,28,1.6,7.35,1.537,851,,
14,5.6,,,,6,7.3,0.14,0.18,0.04,0.06,9.51,18,28,1.6,7.37,1.539,849,,
15,6,,,,6.4,7.3,0.15,0.18,0.04,0.06,9.51,18,28,1.6,7.37,1.539,849,,
16,6.4,,,,5.9,7.3,0.14,0.18,0.04,0.06,9.51,18,28,1.6,7.36,1.538,846,,
17,6.8,,,,5.7,7.3,0.14,0.18,0.04,0.06,9.51,18,28,1.6,7.32,1.535,838,,
18,7.2,,,,5.5,7.3,0.13,0.18,0.04,0.06,9.51,18,28,1.6,7.26,1.531,832,,
19,7.6,,,,5.8,7.3,0.14,0.18,0.04,0.06,9.52,18,28,1.6,7.22,1.527,825,,
20,8,,,,6,7.3,0.14,0.18,0.04,0.06,9.52,18,28,1.6,7.22,1.527,825,,
21,8.4,,,,5.8,7.3,0.14,0.18,0.03,0.05,9.52,18,28,1.6,7.18,1.525,818,,
22,8.8,,,,5.7,7.3,0.14,0.18,0.03,0.05,9.52,18,28,1.6,7.16,1.524,815,,
23,9.2,,,,5.8,7.3,0.14,0.18,0.03,0.05,9.52,18,28,1.6,7.15,1.523,813,,
24,9.6,,,,6.2,7.3,0.15,0.18,0.03,0.05,9.55,18,28,1.6,7.15,1.522,812,,
25,10,,,,5.9,7.3,0.14,0.18,0.03,0.05,9.55,18,28,1.6,7.15,1.522,812,,
26,10.4,,,,5.6,7.3,0.13,0.18,0.03,0.05,9.55,18,28,1.6,7.16,1.522,813,,
27,10.8,,,,5.6,7.3,0.13,0.18,0.03,0.05,9.55,18,28,1.6,7.17,1.523,812,,
28,11.2,,,,5.9,7.3,0.14,0.18,0.03,0.05,9.55,18,28,1.6,7.18,1.524,813,,
29,11.6,,,,5.6,7.3,0.13,0.18,0.03,0.05,9.55,18,28,1.6,7.2,1.525,812,,
30,12,,,,5.8,7.3,0.14,0.18,0.03,0.05,9.55,18,28,1.6,7.2,1.525,812,,
31,12.4,,,,6.2,7.3,0.15,0.18,0.03,0.05,9.55,18,28,1.6,7.21,1.526,811,,
32,12.8,,,,6,7.3,0.14,0.18,0.03,0.05,9.55,18,28,1.6,7.23,1.527,811,,
33,13.2,,,,5.6,7.3,0.13,0.18,0.03,0.05,9.55,18,28,1.6,7.24,1.528,811,,
34,13.6,,,,6.1,7.3,0.15,0.18,0.03,0.05,9.56,18,28,1.6,7.25,1.528,810,,
35,14,,,,6.1,7.3,0.15,0.18,0.03,0.05,9.56,18,28,1.6,7.25,1.528,810,,
36,14.4,,,,6,7.3,0.14,0.18,0.03,0.05,9.56,18,28,1.6,7.25,1.528,809,,
