Number,Time [s],Speed [RPM],DieselTiming [°CA],Temperature [°C],N [%],NMax [%],k [1/m],kMax [1/m],CO [%vol],COcorrected [%vol],CO2 [%vol],HC [ppm],HCcorr [ppm],Dilution,O2 [%vol],Lambda,NO [ppm],AmbientTemperature [°C],AirPressure [mbar]
1,0.4,,,,1.7,14.6,0.04,0.37,0,0,5.86,48,123,2.6,12.13,2.443,423,35,1006
2,0.8,,,,1.7,14.6,0.04,0.37,0,0,5.86,49,125,2.6,12.16,2.446,422,,
3,1.2,,,,1.7,14.6,0.04,0.37,0,0,5.86,49,125,2.6,12.17,2.448,423,,
4,1.6,,,,1.7,14.6,0.04,0.37,0,0,5.87,49,125,2.6,12.17,2.445,423,,
5,2,,,,1.7,14.6,0.04,0.37,0,0,5.87,49,125,2.6,12.17,2.445,423,,
6,2.4,,,,1.7,14.6,0.04,0.37,0,0,6.51,49,113,2.3,12.09,2.295,423,,
7,2.8,,,,1.8,14.6,0.04,0.37,0,0,6.9,49,107,2.2,11.76,2.189,423,,
8,3.2,,,,1.7,14.6,0.04,0.37,0,0,6.9,49,107,2.2,11.17,2.129,424,,
9,3.6,,,,1.7,14.6,0.04,0.37,0,0,6.89,49,107,2.2,10.8,2.093,430,,
10,4,,,,1.7,14.6,0.04,0.37,0,0,6.89,49,107,2.2,10.8,2.093,430,,
11,4.4,,,,1.7,14.6,0.04,0.37,0,0,6.52,49,113,2.3,10.86,2.161,436,,
12,4.8,,,,1.6,14.6,0.04,0.37,0,0,6.38,49,115,2.4,11.15,2.218,447,,
13,5.2,,,,1.7,14.6,0.04,0.37,0,0,6.36,49,116,2.4,11.45,2.255,459,,
14,5.6,,,,1.7,14.6,0.04,0.37,0,0,6.28,49,117,2.4,11.66,2.294,464,,
15,6,,,,1.7,14.6,0.04,0.37,0,0,6.28,49,117,2.4,11.66,2.294,464,,
16,6.4,,,,1.7,14.6,0.04,0.37,0,0,6.25,49,118,2.4,11.79,2.315,464,,
17,6.8,,,,1.7,14.6,0.04,0.37,0,0,6.22,49,118,2.4,11.87,2.331,461,,
18,7.2,,,,1.7,14.6,0.04,0.37,0,0,6.19,49,119,2.4,11.91,2.341,454,,
19,7.6,,,,1.6,14.6,0.04,0.37,0,0,6.15,49,120,2.4,11.94,2.354,446,,
20,8,,,,1.7,14.6,0.04,0.37,0,0,6.15,49,120,2.4,11.94,2.354,446,,
21,8.4,,,,1.7,14.6,0.04,0.37,0,0,6.09,50,123,2.5,11.96,2.369,440,,
22,8.8,,,,1.7,14.6,0.04,0.37,0,0,6.08,50,123,2.5,11.97,2.372,437,,
23,9.2,,,,1.7,14.6,0.04,0.37,0,0,6.08,50,123,2.5,11.97,2.372,432,,
24,9.6,,,,1.7,14.6,0.04,0.37,0,0,6.08,50,123,2.5,11.97,2.372,428,,
25,10,,,,1.6,14.6,0.04,0.37,0,0,6.08,50,123,2.5,11.97,2.372,428,,
26,10.4,,,,1.6,14.6,0.04,0.37,0,0,6.08,50,123,2.5,11.97,2.372,425,,
27,10.8,,,,1.6,14.6,0.04,0.37,0,0,6.08,50,123,2.5,11.97,2.372,424,,
28,11.2,,,,1.6,14.6,0.04,0.37,0,0,6.08,50,123,2.5,11.96,2.371,419,,
29,11.6,,,,1.6,14.6,0.04,0.37,0,0,6.08,50,123,2.5,11.96,2.371,418,,
30,12,,,,1.6,14.6,0.04,0.37,0,0,6.08,50,123,2.5,11.96,2.371,418,,
31,12.4,,,,1.6,14.6,0.04,0.37,0,0,6.07,50,124,2.5,11.97,2.375,419,,
32,12.8,,,,1.6,14.6,0.04,0.37,0,0,6.07,50,124,2.5,11.97,2.375,417,,
33,13.2,,,,1.6,14.6,0.04,0.37,0,0,6.06,50,124,2.5,11.97,2.377,416,,
34,13.6,,,,1.6,14.6,0.04,0.37,0,0,6.05,50,124,2.5,11.97,2.379,416,,
35,14,,,,1.6,14.6,0.04,0.37,0,0,6.05,50,124,2.5,11.97,2.379,416,,
36,14.4,,,,1.6,14.6,0.04,0.37,0,0,6.05,50,124,2.5,11.97,2.379,416,,
37,14.8,,,,1.6,14.6,0.04,0.37,0,0,6.04,50,124,2.5,11.97,2.381,414,,
38,15.2,,,,1.5,14.6,0.04,0.37,0,0,6.04,50,124,2.5,11.97,2.381,414,,
39,15.6,,,,1.6,14.6,0.04,0.37,0,0,6.03,50,124,2.5,11.97,2.384,415,,
40,16,,,,1.5,14.6,0.04,0.37,0,0,6.03,50,124,2.5,11.97,2.384,415,,
41,16.4,,,,1.5,14.6,0.04,0.37,0,0,6.04,50,124,2.5,11.97,2.381,413,,
42,16.8,,,,1.5,14.6,0.04,0.37,0,0,6.03,50,124,2.5,11.98,2.385,412,,
43,17.2,,,,1.5,14.6,0.04,0.37,0,0,6.03,51,127,2.5,11.99,2.386,415,,
44,17.6,,,,1.5,14.6,0.04,0.37,0,0,6.03,51,127,2.5,12,2.387,412,,
45,18,,,,1.5,14.6,0.04,0.37,0,0,6.03,51,127,2.5,12,2.387,412,,
46,18.4,,,,1.5,14.6,0.04,0.37,0,0,6.03,51,127,2.5,12.01,2.388,414,,
47,18.8,,,,1.5,14.6,0.04,0.37,0,0,6.03,51,127,2.5,12,2.387,411,,
