Number,Time [s],Speed [RPM],DieselTiming [°CA],Temperature [°C],N [%],NMax [%],k [1/m],kMax [1/m],CO [%vol],COcorrected [%vol],CO2 [%vol],HC [ppm],HCcorr [ppm],Dilution,O2 [%vol],Lambda,NO [ppm],AmbientTemperature [°C],AirPressure [mbar]
1,0.4,,,,1.6,14.6,0.04,0.37,0,0,5.66,40,106,2.7,12.29,2.516,392,35,1011
2,0.8,,,,1.6,14.6,0.04,0.37,0,0,5.66,39,103,2.7,12.29,2.516,394,,
3,1.2,,,,1.6,14.6,0.04,0.37,0,0,5.66,39,103,2.7,12.29,2.516,393,,
4,1.6,,,,1.5,14.6,0.04,0.37,0,0,5.68,39,103,2.6,12.28,2.51,395,,
5,2,,,,1.5,14.6,0.04,0.37,0,0,5.68,39,103,2.6,12.28,2.51,395,,
6,2.4,,,,1.5,14.6,0.04,0.37,0,0,6.17,39,95,2.4,12.23,2.384,395,,
7,2.8,,,,1.5,14.6,0.04,0.37,0,0,6.35,39,92,2.4,11.96,2.316,395,,
8,3.2,,,,1.5,14.6,0.04,0.37,0,0,6.42,38,89,2.3,11.44,2.245,395,,
9,3.6,,,,1.5,14.6,0.04,0.37,0,0,6.42,38,89,2.3,11.15,2.213,402,,
10,4,,,,1.5,14.6,0.04,0.37,0,0,6.42,38,89,2.3,11.15,2.213,402,,
11,4.4,,,,1.5,14.6,0.04,0.37,0,0,6.25,38,91,2.4,11.24,2.256,417,,
12,4.8,,,,1.5,14.6,0.04,0.37,0,0,6.17,38,92,2.4,11.51,2.303,434,,
13,5.2,,,,1.5,14.6,0.04,0.37,0,0,6.11,38,93,2.5,11.76,2.344,448,,
14,5.6,,,,1.5,14.6,0.04,0.37,0,0,6.07,38,94,2.5,11.94,2.374,459,,
15,6,,,,1.5,14.6,0.04,0.37,0,0,6.07,38,94,2.5,11.94,2.374,459,,
16,6.4,,,,1.5,14.6,0.04,0.37,0,0,6.04,37,92,2.5,12.03,2.391,463,,
17,6.8,,,,1.5,14.6,0.04,0.37,0,0,5.97,37,93,2.5,12.09,2.415,458,,
18,7.2,,,,1.5,14.6,0.04,0.37,0,0,5.9,37,94,2.5,12.13,2.436,449,,
19,7.6,,,,1.5,14.6,0.04,0.37,0,0,5.9,37,94,2.5,12.16,2.44,440,,
20,8,,,,1.5,14.6,0.04,0.37,0,0,5.9,37,94,2.5,12.16,2.44,440,,
21,8.4,,,,1.5,14.6,0.04,0.37,0,0,5.9,37,94,2.5,12.18,2.442,434,,
22,8.8,,,,1.5,14.6,0.04,0.37,0,0,5.89,37,94,2.5,12.2,2.447,427,,
23,9.2,,,,1.5,14.6,0.04,0.37,0,0,5.88,37,94,2.6,12.21,2.451,417,,
24,9.6,,,,1.5,14.6,0.04,0.37,0,0,5.88,37,94,2.6,12.22,2.452,417,,
25,10,,,,1.5,14.6,0.04,0.37,0,0,5.88,37,94,2.6,12.22,2.452,417,,
26,10.4,,,,1.4,14.6,0.03,0.37,0,0,5.88,36,92,2.6,12.22,2.452,409,,
27,10.8,,,,1.5,14.6,0.04,0.37,0,0,5.86,36,92,2.6,12.23,2.458,406,,
